Bioassay_ID	sentrix_id	dkfz_v12.8_superfamily	dkfz_v12.8_superfamily_maxscore	dkfz_v12.8_family	dkfz_v12.8_family_maxscore	dkfz_v12.8_class	dkfz_v12.8_class_maxscore	dkfz_v12.8_subclass	dkfz_v12.8_subclass_maxscore	NIH_v3.1_superfamily	NIH_v3.1_superfamily_meanscore	NIH_v3.1_class	NIH_v3.1_class_score	NIH_v3.1_subclass	NIH_v3.1_subclass_meanscore
BS_RV7KWCWC	205624900100_R03C01	Ependymal Tumours	0.999999925	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.999999605	Supratentorial Ependymoma, ZFTA:rela Fusion-Positive	0.999999344	EPN_ST_ZFTA_RELA_A	0.999999339	Ependymal tumors	0.989	Supratentorial ependymoma, ZFTA fusion-positive	0.987	EPN ST ZFTA RELA	0.987
BS_Y0WJKN1E	205707910014_R06C01	Ependymal Tumours	0.999953902	Spinal Subependymoma	0.999793955	Spinal Ependymoma (Subependymoma-enriched) [Subtype B]	0.922496805	EPN_SPINE_SE_B	0.922496805	Ependymal tumors	0.988	Spinal ependymoma, MYCN-amplified-like	0.499	EPN SPINE MYCN-like	0.499
BS_ZV23QCBQ	205624900100_R06C01	Ependymal Tumours	0.994789255	Posterior Fossa Ependymoma Group A	0.993174116	Posterior Fossa Ependymoma Group A2	0.984758128	EPN_PFA_2A	0.953289838	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.987	EPN PFA 2A	0.987
BS_DGCSNYBV	207356840095_R07C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.948617928	Pilocytic Astrocytoma	0.940259819	Infratentorial Pilocytic Astrocytoma	0.933908818	PA_INF	0.933908818	Low-grade glial/glioneuronal tumors	0.987	Pilocytic astrocytoma	0.934	PA PF TYP	0.856
BS_JF9DSAHF	206430120102_R02C01	Other CNS Embryonal Tumours	0.999920636	Atypical Teratoid Rhabdoid Tumour	0.976176303	Atypical Teratoid Rhabdoid Tumour, Tyrosinase Activated	0.97616582	ATRT_TYR	0.97616582	SMARC-altered tumors	0.986	Atypical teratoid/rhabdoid tumor	0.986	ATRT TYR	0.984
BS_XB98DENV	205707900172_R04C01	Medulloblastoma	0.999992926	Medulloblastoma, SHH-Activated	0.999991253	Medulloblastoma, SHH-Activated, Subtype 1	0.999375806	MB_SHH_1	0.999375806	Medulloblastoma	0.99	Medulloblastoma, SHH-activated	0.988	MB SHH 1	0.988
BS_XKE7N1MD	209890270010_R08C01	Adult-Type Diffuse Gliomas	0.382725381	Glioblastoma, IDH-Wildtype	0.35384845	Glioblastoma, IDH-Wildtype, RTK2 Type	0.227240782	GBM_RTK2	0.227240782	Pediatric-type high-grade gliomas	0.927	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.429	pedHGG MYCN	0.3
BS_CZNXC2S4	206402350011_R06C01	Medulloblastoma	0.993071497	Medulloblastoma, SHH-Activated	0.991786139	Medulloblastoma, SHH-Activated, Subtype 4	0.51836288	MB_SHH_4	0.51836288	Medulloblastoma	0.99	Medulloblastoma, SHH-activated	0.982	MB SHH 4	0.98
BS_7YW8W58B	205657390084_R05C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999102046	Paediatric-Type Diffuse High-Grade Gliomas	0.99907673	Diffuse Hemispheric Glioma, H3 G34-Mutant	0.997846881	DHG_G34	0.997846881	Pediatric-type high-grade gliomas	0.985	Diffuse hemispheric glioma, H3 G34-mutant	0.983	DHG G34	0.983
BS_4F7DH949	206390560100_R08C01	Neuroblastoma	0.289092765	Neuroblastoma	0.289092765	Neuroblastoma	0.289092765	NB_TMM_NEG	0.286291033	Mesenchymal tumors	0.548	Poorly differentiated chordoma	0.162	CHORDM PD	0.162
BS_ZE5SA1H4	205707900146_R06C01	Ependymal Tumours	0.999980436	Posterior Fossa Ependymoma Group A	0.999977555	Posterior Fossa Ependymoma Group A2	0.999974013	EPN_PFA_2B	0.990705874	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.985	EPN PFA 2B	0.983
BS_T1R51WP6	207211180067_R05C01	Paediatric-Type Diffuse High-Grade Gliomas	0.998740368	Diffuse Midline Glioma, H3k27-Altered	0.998495068	Diffuse Midline Glioma, H3 K27-Altered, Subtype EGFR-Altered	0.985953062	DMG_EGFR	0.985953062	Diffuse midline glioma, H3 K27-altered	0.987	Diffuse midline glioma, H3 K27-altered	0.987	DMG K27	0.879
BS_R2Q8D5VD	206430120113_R04C01	Meningioma	0.992552361	Meningioma	0.992552361	Meningioma, Intermediate	0.503384959	MNG_INT_A	0.503318699	Meningioma	0.988	Meningioma, intermediate	0.961	MNG INT A	0.96
BS_ZTVJPZR2	205624860047_R03C01	Control Tissues	0.839188756	Control Brain Tissues	0.837914891	Control Tissue, Hemispheric Cortex	0.833045691	CTRL_HEMI	0.833045691	Low-grade glial/glioneuronal tumors	0.56	Ganglioglioma	0.454	GG	0.454
BS_5QTQV2Q3	206402350009_R06C01	Control Tissues	0.992638638	Control Brain Tissues	0.992606532	Control Tissue, Hemispheric Cortex	0.99248125	CTRL_HEMI	0.99248125	Control tissues	0.851	Control tissue, cerebral hemisphere	0.837	CONTR HEMI	0.837
BS_2YPFPTV3	206402350063_R08C01	Inflammatory Microenvironment	0.998835181	Inflammatory Microenvironment	0.998835181	Inflammatory Microenvironment	0.998835181	INFLAM_ENV	0.998835181	Control tissues	0.982	Control tissue, inflammatory microenvironment	0.909	CONTR INFLAM	0.909
BS_BX39T8MB	206390560188_R05C01	Medulloblastoma	0.998060804	Medulloblastoma Non-WNT/Non-SHH Activated	0.997757699	Medulloblastoma Group 3	0.993546996	MB_G34_IV	0.849189115	Medulloblastoma	0.99	Medulloblastoma, non-WNT/non-SHH, Group 3	0.986	MB G3 IV	0.985
BS_DV8JV7JJ	206430120148_R06C01	Ependymal Tumours	0.999254425	Posterior Fossa Ependymoma Group A	0.999164106	Posterior Fossa Ependymoma Group A1	0.998979683	EPN_PFA_1B	0.839026533	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.988	EPN PFA 1B	0.988
BS_13VG2WC3	205125590007_R05C01	Ependymal Tumours	0.999997424	Spinal Ependymoma (myxopapillary-enriched)	0.999996138	Spinal Ependymoma (myxopapillary-enriched)	0.999996138	EPN_MPE	0.999996138	Ependymal tumors	0.989	Myxopapillary ependymoma	0.968	EPN MPE B	0.953
BS_0AS813KQ	205657380177_R04C01	Meningioma	0.99937431	Meningioma	0.99937431	Meningioma, Benign	0.989800295	MNG_BEN_1	0.985412584	Meningioma	0.988	Meningioma, intermediate	0.905	MNG INT A	0.903
BS_7HDY61AV	205676380113_R06C01	Adult-Type Diffuse Gliomas	0.981999551	Diffuse Glioma, IDH Mutant	0.981079259	Diffuse Glioma, IDH-Mutant And 1p19q Retained [Astroglial Type]	0.967129036	A_IDH_LG	0.964767219	Diffuse glioma, IDH-mutant	0.942	Astrocytoma, IDH-mutant, lower-grade	0.938	A IDH LG	0.938
BS_05YAF3YQ	205676390109_R02C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999950734	Diffuse Midline Glioma, H3k27-Altered	0.999949113	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999949069	DMG_K27	0.999949069	Diffuse midline glioma, H3 K27-altered	0.986	Diffuse midline glioma, H3 K27-altered	0.986	DMG K27	0.986
BS_TVTTHYXP	206402350029_R05C01	Medulloblastoma	0.999729115	Medulloblastoma, SHH-Activated	0.999668171	Medulloblastoma, SHH-Activated, Subtype 4	0.993344582	MB_SHH_4	0.993344582	Medulloblastoma	0.991	Medulloblastoma, SHH-activated	0.988	MB SHH 4	0.988
BS_S56R95NQ	205567990034_R08C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.923337041	Low-Grade Ganglioglial/Neuroepithelial Tumour	0.907532926	Ganglioglioma	0.854821826	GG	0.854821826	Low-grade glial/glioneuronal tumors	0.989	Ganglioglioma	0.986	GG	0.986
BS_DZ2ZX07K	205624900172_R07C01	Adult-Type Diffuse Gliomas	0.269953443	Glioblastoma, IDH-Wildtype	0.235240959	Diffuse Paediatric-Type High Grade Glioma, RTK1 Subtype	0.180084301	GBM_CBM	0.155813561	Intermediate-grade IDH-wildtype gliomas	0.988	Pleomorphic xanthoastrocytoma	0.986	PXA	0.986
BS_KTW793QB	207356850179_R01C01	Diffuse Glioma, Mapk Altered, Cell-Cycle Activated	0.999998464	Pleomorphic Xanthoastrocytoma(-Like)	0.99999846	Pleomorphic Xanthoastrocytoma(-Like)	0.99999846	PXA	0.99999846	Intermediate-grade IDH-wildtype gliomas	0.988	Pleomorphic xanthoastrocytoma	0.987	PXA	0.987
BS_AGVA3E45	205707900137_R06C01	Paediatric-Type Diffuse High-Grade Gliomas	0.968045267	Paediatric-Type Diffuse High-Grade Gliomas	0.662052751	Diffuse Paediatric-Type High Grade Glioma, H3 Wildtype And IDH Wild Type, Subtype A\&B (Novel)	0.610236258	pedHGG_B	0.468370138	Pediatric-type high-grade gliomas	0.931	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.927	pedHGG MYCN	0.923
BS_T8GDG1XP	206402350087_R01C01	Paediatric-Type Diffuse High-Grade Gliomas	0.911859701	Diffuse Midline Glioma, H3k27-Altered	0.90747964	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.897124041	DMG_K27	0.897124041	Diffuse midline glioma, H3 K27-altered	0.979	Diffuse midline glioma, H3 K27-altered	0.979	DMG K27	0.979
BS_GK5CJFEQ	205676390063_R05C01	Cranial And Paraspinal Nerve Tumours	0.998102526	Schwann-Cell Tumours	0.90677099	Schwannoma	0.906684829	SCHW	0.906684829	Mesenchymal tumors	0.988	Plexiform neurofibroma	0.551	NFIB PLEX	0.551
BS_DD5NP34B	209890270010_R05C01	Paediatric-Type Diffuse High-Grade Gliomas	0.983431769	Diffuse Midline Glioma, H3k27-Altered	0.982683321	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.982554609	DMG_K27	0.982554609	Diffuse midline glioma, H3 K27-altered	0.936	Diffuse midline glioma, H3 K27-altered	0.936	DMG K27	0.936
BS_Y8HPV715	205624900133_R06C01	Medulloblastoma	0.967149258	Medulloblastoma Non-WNT/Non-SHH Activated	0.950385677	Medulloblastoma Group 3	0.668386045	MB_G34_II	0.268008278	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 3	0.611	MB G3 II	0.388
BS_65N6QVEF	206430120117_R06C01	Meningioma	0.99948789	Meningioma	0.99948789	Meningioma, Intermediate	0.99024973	MNG_INT_A	0.990237169	Meningioma	0.988	Meningioma, intermediate	0.987	MNG INT A	0.986
BS_H197SKBR	206390560049_R01C01	Medulloblastoma	0.999996401	Medulloblastoma, WNT Activated	0.999987795	Medulloblastoma, WNT Activated	0.999987795	MB_WNT	0.999987795	Medulloblastoma	0.991	Medulloblastoma, WNT-activated	0.989	MB WNT	0.989
BS_P35A0SPN	205624900160_R06C01	Paediatric-Type Diffuse High-Grade Gliomas	0.999966206	Diffuse Midline Glioma, H3k27-Altered	0.999966067	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999966045	DMG_K27	0.999966045	Diffuse midline glioma, H3 K27-altered	0.98	Diffuse midline glioma, H3 K27-altered	0.98	DMG K27	0.98
BS_XYW5TDGJ	205624860068_R06C01	Medulloblastoma	0.999987517	Medulloblastoma Non-WNT/Non-SHH Activated	0.999984159	Medulloblastoma Group 3	0.999952566	MB_G34_II	0.999472766	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 3	0.988	MB G3 II	0.987
BS_ZH0HTV7S	205624900113_R04C01	Other CNS Embryonal Tumours	0.999986415	CNS BCOR-Altered Tumours	0.999985522	Neuroepithelial Tumour With BCOR Internal Tandem Duplication	0.999985476	CNS_BCOR_ITD	0.999985476	BCOR-altered tumors	0.987	CNS tumor with BCOR internal tandem duplication	0.986	CNS BCOR ITD	0.986
BS_Z6GNQNWF	206390560108_R02C01	Other CNS Embryonal Tumours	0.999625768	Atypical Teratoid Rhabdoid Tumour	0.999505063	Atypical Teratoid Rhabdoid Tumour, MYC Activated	0.995481627	ATRT_MYC	0.995481627	SMARC-altered tumors	0.987	Atypical teratoid/rhabdoid tumor	0.987	ATRT MYC	0.985
BS_QE7KZ7Z7	205624860137_R05C01	Paediatric-Type Diffuse High-Grade Gliomas	0.86558271	Paediatric-Type Diffuse High-Grade Gliomas	0.851905663	Diffuse Paediatric-Type High Grade Glioma, H3 Wildtype And IDH Wild Type, Subtype A\&B (Novel)	0.427292391	pedHGG_A	0.425631635	Pediatric-type high-grade gliomas	0.701	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.661	pedHGG MYCN	0.617
BS_T4W6QFPZ	206402350085_R01C01	Diffuse Glioneuronal Tumours	0.633209377	Diffuse Glioneuronal Tumours	0.633209377	Diffuse Glioneuronal Tumour, Non Defined Type	0.62865734	GNT_A	0.62865734	Intermediate-grade IDH-wildtype gliomas	0.987	Glioneuronal tumor, kinase-fused	0.505	GNT KinF A	0.505
BS_Q61KTESW	205589730006_R07C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.967305929	Low-Grade Ganglioglial/Neuroepithelial Tumour	0.815002145	Supratentorial Pilocytic Astrocytoma	0.814867257	PA_CORT	0.814867257	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.988	PA ST	0.987
BS_24K0FR7Q	205624860108_R07C01	Circumscribed Astrocytic Tumours	0.886757586	Subependymal Giant Cell Astrocytoma	0.886486122	Subependymal Giant Cell Astrocytoma	0.886486122	SEGA	0.886486122	Low-grade glial/glioneuronal tumors	0.982	Subependymal giant cell astrocytoma	0.947	SEGA	0.947
BS_5ZECW8YX	205657390087_R02C01	Ependymal Tumours	0.97785343	Posterior Fossa Ependymoma Group A	0.960854099	Posterior Fossa Ependymoma Group A1	0.954568405	EPN_PFA_1C	0.784561137	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.984	EPN PFA 1C	0.981
BS_ZSE80RV1	207356840106_R08C01	Paediatric-Type Diffuse High-Grade Gliomas	0.268025879	Paediatric-Type Diffuse High-Grade Gliomas	0.248737139	Diffuse Paediatric-Type High Grade Glioma, RTK2 Subtype	0.166499345	pedHGG_RTK2A	0.162016166	Pediatric-type high-grade gliomas	0.979	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.7	pedHGG RTK2A	0.303
BS_HSYFHCEZ	209760340023_R07C01	Ependymal Tumours	0.98727923	Posterior Fossa Ependymoma Group A	0.983656126	Posterior Fossa Ependymoma Group A2	0.965467824	EPN_PFA_2A	0.625273717	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.984	EPN PFA 2A	0.98
BS_EXTTYXYZ	205122170051_R08C01	Other CNS Embryonal Tumours	0.999971793	Atypical Teratoid Rhabdoid Tumour	0.999963067	Atypical Teratoid Rhabdoid Tumour, MYC Activated	0.999228534	ATRT_MYC	0.999228534	SMARC-altered tumors	0.987	Atypical teratoid/rhabdoid tumor	0.987	ATRT MYC	0.986
BS_8S9303PS	207211180067_R06C01	Paediatric-Type Diffuse High-Grade Gliomas	0.99982888	Diffuse Midline Glioma, H3k27-Altered	0.999828633	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.999828588	DMG_K27	0.999828588	Diffuse midline glioma, H3 K27-altered	0.987	Diffuse midline glioma, H3 K27-altered	0.987	DMG K27	0.987
BS_AD4CSC2Y	206402350041_R04C01	Medulloblastoma	0.997847692	Medulloblastoma Non-WNT/Non-SHH Activated	0.997623248	Medulloblastoma Group 4	0.995049355	MB_G34_VIII	0.780386725	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 4	0.959	MB G4 V	0.8
BS_TGYBV2KP	205624860102_R02C01	Medulloblastoma	0.999758359	Medulloblastoma Non-WNT/Non-SHH Activated	0.999732964	Medulloblastoma Group 3	0.997112011	MB_G34_III	0.982827152	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 3	0.987	MB G3 III	0.986
BS_0TSD8W2N	207356850144_R06C01	Control Tissues	0.995952339	Control Brain Tissues	0.995890509	Control Tissue, Hemispheric Cortex	0.995819661	CTRL_HEMI	0.995819661	Control tissues	0.981	Control tissue, cerebral hemisphere	0.9	CONTR HEMI	0.9
BS_AFRXFE5X	205707900137_R04C01	Neuroepithelial Tumour, PLAGl1-Fused	0.885514616	Neuroepithelial Tumour, PLAGl1-Fused	0.885514616	Neuroepithelial Tumour, PLAGl1-Fused	0.885514616	NET_PLAGL1_FUS	0.885514616	Ependymal tumors	0.712	Intracranial ependymoma-variant type	0.242	EPN IC C6C	0.202
BS_R9220AQN	205624860155_R08C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.194422122	Low-Grade Ganglioglial/Neuroepithelial Tumour	0.13680308	Ganglioglioma	0.090993501	GG	0.090993501	Low-grade glial/glioneuronal tumors	0.987	Ganglioglioma	0.961	GG	0.961
BS_6WPS513V	206390560034_R05C01	Control Tissues	0.871438073	Control Brain Tissues	0.856145794	Control Tissue, Hemispheric Cortex	0.854327917	CTRL_HEMI	0.854327917	Control tissues	0.933	Control tissue, reactive tumor microenvironment	0.361	CONTR REACT	0.361
BS_7FDN6CJB	205624900008_R03C01	Choroid Plexus Tumours	0.999984726	Choroid Plexus Tumours	0.999984726	Choroid Plexus Tumours Subtype A	0.999984348	CPT_AD_A	0.999971737	Choroid plexus tumors	0.981	Choroid plexus papilloma	0.98	CPP AD	0.979
BS_MN4WEPS2	206402350054_R07C01	Adult-Type Diffuse Gliomas	0.688892506	Glioblastoma, IDH-Wildtype	0.687373877	Glioblastoma, IDH-Wildtype, Mesenchymal Type	0.686468538	GBM_MES_ATYP	0.640978306	Glioblastoma, IDH-wildtype	0.954	Glioblastoma, IDH-wildtype	0.954	GBM MES ATYP	0.95
BS_5NFX4ZRQ	206402350063_R04C01	Medulloblastoma	0.999668223	Medulloblastoma Non-WNT/Non-SHH Activated	0.99962787	Medulloblastoma Group 3	0.999451116	MB_G34_II	0.901198522	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 3	0.989	MB G3 II	0.988
BS_41G5ASPE	206390560101_R05C01	Paediatric-Type Diffuse High-Grade Gliomas	0.992741075	Diffuse Midline Glioma, H3k27-Altered	0.992542235	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.992525969	DMG_K27	0.992525969	Diffuse midline glioma, H3 K27-altered	0.935	Diffuse midline glioma, H3 K27-altered	0.935	DMG K27	0.935
BS_TPWNZVQ1	205676380019_R01C01	Medulloblastoma	0.999922373	Medulloblastoma Non-WNT/Non-SHH Activated	0.999913962	Medulloblastoma Group 3	0.999265465	MB_G34_III	0.994186401	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 3	0.989	MB G3 III	0.988
BS_EKJTEJAR	205648310089_R01C01	Medulloblastoma	0.999187212	Medulloblastoma Non-WNT/Non-SHH Activated	0.999075373	Medulloblastoma Group 4	0.997971726	MB_G34_VII	0.993767507	Medulloblastoma	0.991	Medulloblastoma, non-WNT/non-SHH, Group 4	0.989	MB G4 VII	0.988
BS_S26W7E5B	206430120102_R01C01	Medulloblastoma	0.981235712	Medulloblastoma, SHH-Activated	0.975424959	Medulloblastoma, SHH-Activated, Subtype 1	0.789114078	MB_SHH_1	0.789114078	Medulloblastoma	0.99	Medulloblastoma, SHH-activated	0.987	MB SHH 1	0.987
BS_4944BW5Y	207211180125_R06C01	Paediatric-Type Diffuse High-Grade Gliomas	0.99931649	Paediatric-Type Diffuse High-Grade Gliomas	0.999304156	Diffuse Hemispheric Glioma, H3 G34-Mutant	0.998899614	DHG_G34	0.998899614	Pediatric-type high-grade gliomas	0.987	Diffuse hemispheric glioma, H3 G34-mutant	0.986	DHG G34	0.986
BS_ZSKZPBHN	205707890151_R06C01	Control Tissues	0.994179838	Control Brain Tissues	0.994179836	Control Tissue, Cerebellar Hemisphere	0.99417983	CTRL_CBM	0.99417983	Low-grade glial/glioneuronal tumors	0.935	Pilocytic astrocytoma	0.935	PA PF VAR	0.934
BS_0E539XNH	205657390084_R07C01	Cranial And Paraspinal Nerve Tumours	0.96188443	Malignant Peripheral Nerve-Sheath Tumour	0.9613043	Malignant Peripheral Nerve Sheath Tumour [Spinal Or Atypical Type]	0.958690783	MPNST_ATYP	0.958690783	Mesenchymal tumors	0.988	Malignant peripheral nerve sheath tumor	0.985	MPNST ATYP	0.984
BS_MWTH7NNH	205657380093_R02C01	Ependymal Tumours	0.999601213	Posterior Fossa Ependymoma Group A	0.999542452	Posterior Fossa Ependymoma Group A1	0.999371277	EPN_PFA_1B	0.957212057	Ependymal tumors	0.989	Posterior fossa group A (PFA) ependymoma	0.817	EPN PFA 1B	0.594
BS_NHHQWHER	205122170033_R05C01	Paediatric-Type Diffuse High-Grade Gliomas	0.720724873	Paediatric-Type Diffuse High-Grade Gliomas	0.718075637	Diffuse Paediatric-Type High Grade Glioma, RTK1 Subtype	0.715813212	pedHGG_RTK1C	0.341848249	Pediatric-type high-grade gliomas	0.971	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.863	pedHGG RTK1A	0.576
BS_N6EPKXEX	206430120136_R01C01	Paediatric-Type Diffuse High-Grade Gliomas	0.977754287	Diffuse Midline Glioma, H3k27-Altered	0.976519781	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.975905726	DMG_K27	0.975905726	Diffuse midline glioma, H3 K27-altered	0.408	Diffuse midline glioma, H3 K27-altered	0.408	DMG K27	0.407
BS_0T1E1YBD	205657380125_R05C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.779737267	Low-Grade Ganglioglial/Neuroepithelial Tumour	0.712817365	Ganglioglioma	0.45206013	GG	0.45206013	Low-grade glial/glioneuronal tumors	0.989	Ganglioglioma	0.984	GG	0.984
BS_BE7W6QKW	206430120113_R07C01	Central Neurocytoma	0.999101736	Central Neurocytoma	0.999101736	Central Neurocytoma	0.999101736	CN	0.999101736	Low-grade glial/glioneuronal tumors	0.988	Central neurocytoma	0.984	CN	0.984
BS_ASQSA9JQ	206402350044_R05C01	Paediatric-Type Diffuse High-Grade Gliomas	0.931263352	Diffuse Midline Glioma, H3k27-Altered	0.929324055	Diffuse Midline Glioma, H3 K27-Mutant / EZHIP Overexpressing	0.928934191	DMG_K27	0.928934191	Diffuse midline glioma, H3 K27-altered	0.455	Diffuse midline glioma, H3 K27-altered	0.455	DMG K27	0.455
BS_2ZBTJ8FB	206390560039_R06C01	Choroid Plexus Tumours	0.98713423	Choroid Plexus Tumours	0.98713423	Choroid Plexus Tumours Subtype B	0.584099559	CPT_PED_B	0.583530308	Choroid plexus tumors	0.988	Choroid plexus carcinoma	0.986	CPC PED	0.986
BS_WNGTPP3E	206390560063_R04C01	Choroid Plexus Tumours	0.9996389	Choroid Plexus Tumours	0.9996389	Choroid Plexus Tumours Subtype A	0.999598177	CPT_PED_A	0.999363279	Choroid plexus tumors	0.985	Choroid plexus papilloma	0.983	CPP PED	0.982
BS_48VF55QR	205567990085_R06C01	Low-Grade Glial/Glioneuronal/Neuroepithelial Tumours	0.999988933	Pilocytic Astrocytoma	0.999985763	Supratentorial Midline Pilocytic Astrocytoma	0.99996969	PA_MID	0.99996969	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.988	PA MID	0.987
BS_BZHNA3TX	205707900165_R03C01	Ependymal Tumours	0.999982616	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.999982608	Supratentorial Ependymoma, ZFTA Fusion-Positive	0.999982508	EPN_ST_ZFTA_FUS_E	0.999736169	Ependymal tumors	0.987	Supratentorial ependymoma, ZFTA fusion-positive	0.984	EPN ST ZFTA FUS E	0.984
BS_VHP15D6R	205657380177_R06C01	Medulloblastoma	0.651245107	Medulloblastoma, SHH-Activated	0.578639533	Medulloblastoma, SHH-Activated, Subtype 2	0.555095037	MB_SHH_2	0.555095037	Low-grade glial/glioneuronal tumors	0.989	Pilocytic astrocytoma	0.988	PA PF VAR	0.988
BS_3YAHMPSG	205624870153_R08C01	Adult-Type Diffuse Gliomas	0.654246031	Glioblastoma, IDH-Wildtype	0.65019481	Glioblastoma, IDH-Wildtype, RTK1 Type	0.647006024	GBM_RTK1	0.647006024	Pediatric-type high-grade gliomas	0.721	Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	0.707	pedHGG RTK1A	0.69
BS_QJP4CS1Z	206390560075_R05C01	Control Tissues	0.984947997	Control Brain Tissues	0.984851743	Control Tissue, Hemispheric Cortex	0.984673957	CTRL_HEMI	0.984673957	Control tissues	0.925	Control tissue, cerebral hemisphere	0.911	CONTR HEMI	0.911
BS_YEJ0SYES	207356840032_R03C01	Control Tissues	0.981978808	Control Brain Tissues	0.98186321	Control Tissue, Hemispheric Cortex	0.981660808	CTRL_HEMI	0.981660808	Control tissues	0.804	Control tissue, cerebral hemisphere	0.789	CONTR HEMI	0.789
BS_J81C76DJ	205624900009_R04C01	Meningioma	0.999969434	Meningioma	0.999969434	Meningioma, Intermediate	0.999433153	MNG_INT_A	0.999391794	Meningioma	0.988	Meningioma, intermediate	0.987	MNG INT A	0.986
BS_HJ5C0C0M	205624860068_R02C01	Inflammatory Microenvironment	0.663077794	Inflammatory Microenvironment	0.663077794	Inflammatory Microenvironment	0.663077794	INFLAM_ENV	0.663077794	Control tissues	0.979	Control tissue, reactive tumor microenvironment	0.916	CONTR REACT	0.916
